feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,intervention_0,intervention_1,intervention_2,intervention_3,real_pred_inter0,real_pred_inter1,real_pred_inter2,real_pred_inter3,target
45.1,22.5,1.3,-0.1,1.7,-0.1,10.5,-0.5,19.0,24.4,-0.7,7.4,8.0,11.7,4.3,3.4,6.6,-3.7,-0.7,-0.0,0.0,0.0,1.0,0.0,0.6014266421642134,0.5,0.5,0.5,0
5.5,8.3,-0.4,0.5,0.9,1.0,0.6,1.2,9.4,4.7,1.9,2.1,3.5,0.9,-0.1,-8.0,-5.0,1.4,-4.8,5.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1
1.1,-0.1,1.5,-1.8,3.4,5.5,2.7,1.2,0.2,0.5,-0.3,-1.7,5.0,2.9,-0.7,6.9,2.3,-2.8,-1.1,-3.3,1.0,0.0,0.0,0.0,0.42040047083490045,0.5,0.5,0.38897389637594176,0
2.6,7.5,0.2,2.9,9.8,4.7,12.3,14.0,1.6,5.2,2.0,1.2,14.6,7.5,1.2,-1.0,0.1,5.5,5.6,1.3,0.0,1.0,0.0,0.0,0.6412547895811258,0.04376424300667672,0.07484502014784422,0.9311809348672672,0
405.3,419.0,5.1,37.8,136.4,38.7,3.6,107.3,254.1,310.1,75.0,98.3,285.4,233.7,-5.2,-0.5,-5.1,-0.5,1.9,-12.2,0.0,0.0,1.0,0.0,0.019669361817275837,0.022946932256101612,0.07965981183994297,0.999838249273814,0
16.6,17.7,1.6,3.5,8.0,5.8,1.0,6.3,13.2,21.6,4.3,11.2,13.4,12.3,6.1,2.1,8.4,3.9,-7.1,2.6,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.6,1.5,-1.0,2.4,6.7,5.9,0.7,2.2,-1.4,2.5,-0.6,2.0,6.4,5.2,0.3,3.6,-1.8,0.8,-3.0,5.3,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
5.8,10.0,-0.5,-0.1,9.9,2.7,2.2,6.0,2.1,3.9,0.6,-0.8,18.5,8.5,5.3,-6.5,0.6,-1.3,-2.1,1.6,0.0,1.0,0.0,0.0,0.5051335384593493,0.11197081354120147,0.2579443435355166,0.9715965380194905,0
24.3,65.9,67.8,46.7,68.5,78.8,98.0,128.4,45.3,109.1,53.8,96.8,55.2,58.3,0.3,-9.1,-5.4,0.2,-3.1,-3.7,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
4.4,4.9,0.3,0.4,1.2,-0.9,2.3,0.7,5.5,3.7,0.6,2.0,0.8,2.2,-2.1,2.0,-4.6,1.4,3.3,1.2,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1
1.9,2.8,1.2,2.6,9.0,10.0,3.4,6.1,1.4,6.9,0.4,3.4,9.5,7.6,0.4,-1.3,0.1,2.3,1.2,-3.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.44715907441962593,0
39.4,52.0,20.6,16.7,6.1,9.1,10.3,42.6,62.5,47.8,35.9,62.9,9.4,13.9,1.0,-2.4,-7.4,-2.6,9.2,-2.6,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
0.3,9.3,21.5,20.4,37.9,16.8,51.4,40.6,8.9,34.7,16.8,14.4,23.5,18.9,-2.7,-4.2,-2.5,-1.6,-0.0,-2.8,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.13407895023099056,1
9.8,12.8,1.5,2.1,5.4,1.6,-0.9,4.4,10.7,13.9,5.0,4.4,6.6,6.1,3.8,2.4,1.9,0.7,1.6,3.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
5.0,6.0,-0.3,0.2,5.8,10.1,-1.0,1.8,-0.2,6.8,-1.6,1.9,9.0,9.2,-1.7,-2.4,-0.6,-2.6,0.4,1.2,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
1.5,13.8,2.9,13.4,53.1,9.2,35.3,26.1,5.1,31.6,6.9,2.1,54.2,30.7,-7.1,3.4,2.6,-6.4,-6.8,5.0,0.0,1.0,0.0,0.0,0.6236437678579653,0.04414738530294074,0.0011547227874757857,0.9865105661719357,0
0.9,2.1,-1.2,-0.5,5.5,15.4,1.6,1.6,9.4,1.1,6.2,2.0,2.0,1.5,5.7,-0.4,0.3,2.9,4.2,7.5,0.0,0.0,1.0,0.0,0.402507649926575,0.47062014619521914,0.6095192060259902,0.2867693742220943,1
6.9,10.3,0.6,2.7,6.2,-0.5,-0.3,4.1,7.5,9.2,4.0,3.2,3.7,7.2,-3.7,-1.7,3.3,-0.3,-11.7,3.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.1,0.5,2.5,-0.6,3.9,7.3,-0.5,-0.1,0.0,2.0,0.8,0.5,4.0,5.6,-2.3,-0.8,5.8,4.6,-2.6,-4.8,1.0,0.0,0.0,0.0,0.4412118776092229,0.5,0.5,0.41855415899260523,0
97.2,88.7,-1.3,4.6,14.6,3.5,0.7,13.9,54.2,50.1,12.4,17.7,46.6,38.7,0.4,-6.6,-2.5,-4.6,-1.9,1.4,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
1.0,2.5,0.1,-0.1,-0.3,-0.3,0.4,5.2,-1.1,0.2,2.9,0.5,1.0,-0.9,-4.2,7.5,-3.1,-0.2,3.5,10.2,0.0,0.0,1.0,0.0,0.627268490775375,0.3289311566710007,0.5198678293916756,0.5643984547116735,1
7.4,7.8,-0.7,1.0,2.6,-0.9,1.0,2.2,7.3,9.1,1.7,4.1,3.6,3.8,3.5,-3.8,-7.7,3.9,-5.3,-0.8,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
3.1,0.4,2.1,1.1,4.7,8.5,0.5,2.0,0.4,2.7,1.0,0.9,5.6,3.7,-1.0,-3.2,-1.4,-1.4,0.8,2.2,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.4330250257820977,0
-0.3,1.5,-0.5,1.2,1.3,6.3,0.2,0.5,2.9,1.3,0.8,1.4,0.4,-0.9,-2.6,0.2,-3.0,3.9,-3.5,8.3,0.0,1.0,0.0,0.0,0.6288465909503287,0.5,0.8188865477573314,0.7813196033582214,0
6.9,10.6,1.1,1.3,4.3,15.5,0.2,0.2,12.9,-2.6,3.7,-0.2,-0.8,1.5,3.1,-8.9,-4.6,2.4,0.5,-2.5,0.0,0.0,1.0,0.0,0.5,0.43282299848348244,0.8716264619375601,0.25703833171096646,1
5.4,4.4,1.5,-0.8,1.7,-0.9,0.3,0.5,4.1,3.1,0.1,2.5,3.2,1.1,-4.5,2.1,3.4,-10.1,0.5,-2.4,0.0,0.0,0.0,1.0,0.5135248415959479,0.5,0.5,0.5,0
0.5,1.3,1.4,-1.2,6.7,6.2,2.0,2.7,0.7,3.7,-1.3,0.0,5.0,4.4,6.9,-1.0,-2.9,0.4,0.3,-2.8,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.34055501646187,0
25.4,35.0,13.5,13.6,10.4,1.7,11.8,28.1,53.3,40.6,28.9,40.1,9.3,11.3,-5.8,3.4,-4.7,4.3,-5.6,-0.7,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
50.2,46.9,-0.5,0.9,6.2,4.6,7.6,6.6,43.9,2.8,14.9,20.6,1.2,-0.0,1.6,2.9,-0.9,-6.4,2.6,-4.1,0.0,0.0,1.0,0.0,0.23329530924861563,0.2030690246937201,0.9950330000685603,0.012401309128646752,1
6.2,5.6,1.0,0.8,1.1,-0.8,-0.3,0.9,6.9,5.6,2.1,2.9,2.7,1.0,-1.6,4.8,9.0,2.9,0.5,-2.1,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-0.1,0.8,0.9,-1.0,2.5,0.8,-0.4,-0.4,0.2,2.5,-0.4,-0.1,1.6,4.0,6.5,-0.4,8.4,4.3,5.0,8.0,1.0,0.0,0.0,0.0,0.45454764147646926,0.5,0.5,0.5,0
3.9,2.4,2.2,1.7,2.9,2.4,6.4,2.7,1.3,1.4,-1.1,0.2,-1.2,0.7,-4.0,-3.0,-6.8,3.7,-3.0,5.8,0.0,1.0,0.0,0.0,0.5,0.5,0.7665572394237279,0.427530403342377,1
20.1,46.1,12.0,4.0,4.5,3.1,7.7,40.2,48.0,0.6,40.4,29.5,-2.1,-0.4,-5.4,0.4,5.1,2.0,-4.2,2.2,0.0,0.0,1.0,0.0,0.5,0.9751343120469713,0.5,0.5,0
3.5,4.1,-1.3,0.8,1.3,0.1,-1.3,0.2,1.8,3.1,0.6,1.1,0.3,1.3,0.1,-5.4,7.1,-1.6,2.9,1.3,0.0,0.0,0.0,1.0,0.5207158555865382,0.5,0.5,0.5,0
0.7,-0.1,0.2,0.2,3.1,7.2,0.6,2.3,0.4,0.4,-0.9,0.6,3.8,2.2,-4.7,-6.3,-4.0,9.6,3.7,-0.8,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
6.4,7.6,0.1,0.6,6.4,1.1,-0.3,-0.9,0.8,5.9,0.3,-0.5,14.2,10.6,4.5,-2.7,3.8,-4.2,2.3,1.0,0.0,1.0,0.0,0.0,0.5,0.32013118479964336,0.3684653917129996,0.9666135738321682,0
2.2,-0.2,-0.5,0.2,2.9,1.3,0.1,-0.8,1.2,1.8,0.5,0.6,6.2,2.0,0.5,0.1,-1.9,-0.6,7.3,-1.3,0.0,0.0,1.0,0.0,0.5,0.4228227251349393,0.21115618771769185,0.815424014308699,0
5.3,3.7,-0.2,1.6,2.0,1.8,0.6,0.3,2.6,4.1,-0.0,1.4,2.9,2.2,3.5,3.5,6.2,9.4,-1.9,-3.6,0.0,0.0,0.0,1.0,0.5359360010987038,0.5,0.5,0.5,0
0.3,-0.3,-1.1,0.5,2.1,4.7,-0.3,2.4,0.8,1.6,-0.3,0.5,4.6,4.0,-4.4,-6.9,-3.7,0.3,4.2,0.4,1.0,0.0,0.0,0.0,0.35563393531384563,0.5,0.5,0.3268535187372203,0
129.0,147.7,10.7,9.4,28.6,41.9,8.0,71.5,65.0,75.0,31.8,57.6,74.4,67.3,1.7,-2.3,0.6,-4.0,10.9,2.6,0.0,1.0,0.0,0.0,0.40514815276299043,0.01782723730606734,0.8693553514411707,0.9905290647402053,0
1.2,0.9,11.1,5.5,15.4,22.8,15.4,11.2,-1.0,13.3,1.5,6.3,7.5,8.5,-0.1,-6.4,-3.1,3.5,2.4,3.9,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.40377314440741535,1
8.8,10.7,2.0,6.0,5.7,4.2,2.0,6.3,10.7,15.4,3.3,7.9,9.1,8.2,-0.9,2.0,5.9,7.7,6.1,5.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-1.3,0.2,-0.1,1.8,5.2,6.0,1.3,0.7,-0.3,2.2,0.7,1.2,3.2,1.3,-2.2,3.7,-2.1,-2.5,6.4,-2.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.3306248564841409,0
3.2,2.6,5.7,-1.1,0.7,5.9,-0.1,3.8,1.9,5.1,3.2,14.5,-0.2,-1.5,-1.0,2.1,1.1,2.2,2.7,-1.2,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0
17.0,25.3,12.9,28.5,51.1,12.7,22.7,23.1,39.3,91.6,20.1,28.6,36.7,36.0,7.1,0.7,2.7,-1.8,-0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
11.6,12.2,-0.2,-1.9,2.5,0.7,-2.1,2.0,8.7,8.4,2.3,3.1,5.7,3.7,5.0,5.7,-4.1,-4.7,-1.1,3.2,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
4.7,6.4,2.2,-0.1,7.4,9.0,0.9,5.1,1.1,7.5,0.2,3.0,8.2,9.6,1.9,-3.8,2.6,5.7,-3.7,-3.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
0.5,0.6,0.6,0.7,4.2,1.1,3.1,-1.4,1.8,2.3,0.2,-0.3,3.1,1.5,-2.5,6.2,-0.8,-4.6,-6.5,-2.1,0.0,1.0,0.0,0.0,0.5256237284327024,0.5,0.6676801905286739,0.2710202260310992,0
41.9,43.9,10.6,8.8,30.6,56.9,7.7,30.2,12.4,54.3,8.0,34.1,38.8,43.0,-4.3,-5.1,-1.0,3.3,-4.8,-3.6,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
6.9,5.6,-0.4,-0.1,1.7,0.6,0.6,1.9,6.0,6.3,2.4,3.8,5.2,1.8,-1.8,4.1,-2.8,1.9,0.3,4.2,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-0.3,2.1,1.0,0.5,5.5,4.4,3.0,3.6,-1.1,2.5,1.2,1.6,6.9,5.9,-0.4,0.2,-2.0,-5.3,3.2,-1.8,1.0,0.0,0.0,0.0,0.40614263022130936,0.5,0.5,0.2275714853020793,0
21.6,16.9,-0.5,1.3,-0.9,1.0,5.4,0.6,4.7,2.4,0.9,2.3,3.6,3.3,1.9,-3.1,0.3,0.1,-2.7,-2.2,0.0,1.0,0.0,0.0,0.5,0.32720720309773305,0.9692228024029933,0.6018924568523069,0
1.1,0.2,-0.3,2.2,-0.6,13.1,-0.1,0.5,6.0,1.9,3.5,-1.2,1.0,-0.6,0.8,1.9,7.7,-10.0,-3.3,-0.1,0.0,0.0,1.0,0.0,0.45319226100726867,0.1934158362596918,0.10967023705190335,0.5,0
9.8,11.5,1.8,2.9,5.3,3.4,2.2,6.0,10.4,15.5,3.3,7.6,6.6,8.9,-2.0,5.6,-3.5,2.6,0.4,0.9,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.2,0.4,0.8,0.8,0.3,1.6,0.4,0.1,5.0,2.3,1.1,3.0,0.6,0.6,-2.5,3.1,-2.1,-5.3,-1.3,5.0,1.0,0.0,0.0,0.0,0.17365047835450165,0.5767923236608694,0.3166267970320146,0.15586943049954918,0
5.2,8.1,5.5,1.8,1.7,3.5,1.4,4.9,6.8,6.2,3.5,9.6,-0.7,0.6,-5.7,1.2,-3.6,5.2,0.9,-9.1,0.0,1.0,0.0,0.0,0.24809866737983988,0.372147940961173,0.5566682351114318,0.26178407436453305,0
3.2,0.8,-0.2,-0.4,3.3,0.7,3.9,2.2,2.1,0.5,-0.2,1.2,2.5,-0.8,6.5,-0.0,5.3,-0.2,-0.3,-0.6,0.0,0.0,1.0,0.0,0.19705522654586283,0.6706045164494352,0.8271481270833092,0.042661312652867545,1
3.7,5.8,0.2,-0.2,0.5,-1.0,-0.2,0.7,5.8,3.4,0.7,2.3,2.6,1.9,0.9,0.8,-1.0,2.7,3.2,-4.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.9,0.9,0.4,-1.7,2.1,4.4,0.2,0.7,4.0,-0.7,-0.6,-0.0,0.5,1.2,-2.8,-1.3,2.4,-6.6,-5.9,3.6,1.0,0.0,0.0,0.0,0.32964561625635097,0.5,0.5583224395934665,0.2617738518748629,0
16.3,13.1,0.5,-0.6,3.0,24.2,0.2,5.6,1.0,5.4,1.0,4.1,11.8,11.7,-5.3,-2.6,0.7,-3.3,-3.2,-0.2,0.0,1.0,0.0,0.0,0.6410825543678815,0.34405133066288685,0.9636256280735503,0.9529378614184348,0
1.1,0.2,-0.2,2.2,2.9,33.2,0.9,0.8,9.0,0.7,3.2,3.0,-0.1,2.5,-1.7,4.7,0.2,3.1,-4.2,1.4,0.0,0.0,1.0,0.0,0.581214683451172,0.8534035967881731,0.8629110570690882,0.6949981687214658,1
7.5,8.8,1.6,3.4,5.8,4.2,2.6,7.0,6.8,15.4,2.2,5.8,5.2,8.2,1.7,-1.1,2.4,6.5,-3.8,4.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.3,2.6,2.9,0.4,5.4,9.4,3.0,1.0,-0.5,6.4,1.0,1.8,6.5,7.5,-4.5,1.2,3.0,-5.0,-4.2,-1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
5.0,10.2,7.8,2.6,6.3,13.4,10.1,14.2,2.2,7.1,4.9,10.9,7.3,7.3,2.4,-3.2,-0.4,-5.6,4.2,8.5,0.0,1.0,0.0,0.0,0.5675056195070037,0.14853187098419834,0.4198401566307061,0.8804907815603509,0
2.0,2.1,3.3,-0.8,2.4,0.5,1.5,4.8,2.1,-1.5,3.3,1.7,1.3,1.2,6.9,4.9,1.2,-6.2,-7.3,2.0,0.0,0.0,1.0,0.0,0.629997247246961,0.3861689050742255,0.5311710803765812,0.5,1
17.4,17.4,2.0,2.7,2.8,0.1,-1.5,5.0,16.5,13.4,3.0,9.3,6.7,6.5,-4.6,-3.1,1.5,3.2,1.5,0.4,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1
4.8,4.4,0.2,0.1,5.1,6.7,-0.2,4.3,0.4,3.9,1.6,2.5,7.8,6.6,6.4,0.6,10.3,1.1,-2.2,4.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
8.9,12.0,9.7,3.7,0.7,9.5,1.9,9.3,10.8,12.2,6.2,22.1,2.7,2.4,0.3,0.2,-1.7,-0.5,3.3,-2.5,0.0,1.0,0.0,0.0,0.16438232291002097,0.4188413393955973,0.6218703806987338,0.16579103858972427,0
178.8,170.7,56.7,32.3,38.6,125.6,11.7,99.7,119.3,187.0,54.8,209.8,53.7,89.8,3.2,-6.6,-1.5,0.6,-2.3,-6.4,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0
9.5,9.3,1.2,1.5,3.3,1.5,0.3,4.3,8.4,7.7,2.0,5.7,2.7,4.3,-10.9,-3.9,1.2,8.8,1.3,1.4,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.9,1.7,0.3,-0.4,4.7,4.6,0.9,1.9,-0.3,0.6,-0.1,-0.1,4.0,4.3,3.9,-5.6,7.7,3.3,-2.4,2.0,1.0,0.0,0.0,0.0,0.2984261860811616,0.5,0.5,0.2728888079883149,0
3.1,1.6,1.8,2.5,1.4,2.9,5.4,2.0,-0.5,-0.0,1.2,0.3,0.3,1.5,5.8,-1.0,-5.6,3.3,-5.8,5.5,0.0,1.0,0.0,0.0,0.5,0.5,0.8785811668510004,0.31465741143549497,1
10.5,11.0,7.9,1.3,-1.3,21.3,1.6,13.4,3.1,6.6,2.6,17.2,1.6,6.4,-10.8,1.2,-0.0,3.0,5.1,-1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0
8.2,8.4,1.7,2.7,4.0,3.6,2.4,4.5,9.7,13.1,4.5,6.6,5.3,5.7,-0.7,1.4,-1.2,-6.6,2.7,0.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
2.2,1.6,4.3,-0.1,11.2,18.3,3.7,6.9,1.3,10.3,2.0,3.3,11.0,10.6,4.6,2.8,-2.2,2.6,-2.7,-2.6,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
19.3,22.8,9.8,-0.1,4.4,39.1,4.8,23.3,1.3,10.0,2.7,19.5,10.1,14.2,1.7,2.5,-0.2,2.3,1.3,-2.1,0.0,1.0,0.0,0.0,0.7234980416789022,0.13342814234775122,0.9605942360420211,0.8742903710102093,0
2.4,1.0,7.1,5.5,13.1,30.5,4.3,8.3,-0.8,25.4,1.6,17.5,6.4,11.0,-5.5,1.3,-2.9,7.0,-6.4,-0.6,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
8.5,8.8,1.0,1.6,1.3,-0.3,1.3,1.2,8.5,5.1,2.4,0.9,5.3,1.4,4.4,-0.7,-2.4,-2.6,-2.6,2.8,0.0,0.0,0.0,1.0,0.5209933878217646,0.5,0.5,0.5,0
4.5,4.0,2.2,3.1,9.2,11.2,1.9,5.5,0.4,8.3,-0.1,2.3,7.1,8.4,-3.6,8.3,0.8,-0.2,3.9,-0.3,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
16.9,21.2,3.1,2.7,12.8,13.7,2.7,11.9,5.9,20.7,4.0,10.0,18.0,16.7,-0.8,3.4,2.5,-1.8,1.9,-1.8,0.0,1.0,0.0,0.0,0.39278522802095295,0.26818687751492964,0.36509608338464594,0.9470474713383916,0
20.4,45.8,39.1,6.7,15.3,77.8,41.4,88.4,4.8,19.7,22.1,49.7,24.0,25.6,8.5,3.4,0.6,-2.4,-5.5,-0.5,0.0,0.0,1.0,0.0,0.9076812497459688,0.005474140589722883,0.8345661672622601,0.9920183203833751,1
24.4,24.5,2.8,3.5,8.2,1.4,2.1,10.5,21.0,21.4,8.2,9.4,15.7,13.2,-5.0,1.1,-3.4,8.3,8.5,-1.1,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.3,2.1,0.4,1.2,3.7,5.9,1.2,3.0,0.6,3.9,-0.8,1.3,5.4,3.3,3.5,-3.8,2.5,1.3,0.8,-0.7,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
126.4,127.5,32.9,14.2,17.4,76.9,8.2,73.9,71.7,93.9,37.7,125.4,38.1,54.8,-2.0,2.1,-3.4,1.4,0.0,6.4,0.0,1.0,0.0,0.0,0.05549633931631911,0.16884055515003188,0.9670425723260038,0.31856130191349735,0
58.8,88.2,73.3,56.2,102.0,139.8,77.9,124.8,62.3,191.4,48.9,138.1,82.3,102.1,-1.3,4.9,-0.1,5.4,0.9,-8.2,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
3.2,3.5,-0.2,0.4,3.9,0.5,0.8,1.0,2.4,5.8,1.0,1.6,1.7,3.6,-0.7,-0.4,0.4,-6.7,-7.2,-6.2,0.0,0.0,0.0,1.0,0.5016008169834193,0.5,0.5,0.5,0
2.2,3.4,0.2,1.1,6.1,15.2,1.4,5.1,-1.3,5.2,-2.9,2.3,6.8,7.6,1.7,1.4,-4.4,4.1,-3.6,-6.4,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
9.7,1.9,1.1,0.5,2.5,0.9,8.2,0.9,0.2,0.6,0.1,3.4,2.2,0.1,4.0,4.3,1.9,8.0,0.0,-0.4,0.0,1.0,0.0,0.0,0.2708005322286618,0.5843118685991244,0.973899697185599,0.034139920424791366,1
17.9,0.1,16.2,13.6,14.6,-0.5,56.0,20.7,-1.3,3.7,8.5,1.6,1.6,-2.1,3.1,2.7,-2.8,1.5,1.2,0.3,0.0,0.0,1.0,0.0,0.47044301420365636,0.053466926537991025,0.010396348741870683,0.5,0
4.3,7.2,-0.2,1.9,0.4,0.4,-0.3,1.5,8.0,6.4,2.3,2.9,4.0,4.9,-1.2,0.4,-2.3,4.6,-2.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1
0.4,0.3,-2.7,0.6,2.4,1.3,0.2,-1.6,0.4,0.9,1.5,0.6,4.9,2.2,0.6,0.9,-6.6,-2.7,0.0,-5.0,1.0,0.0,0.0,0.0,0.39602064574028834,0.5,0.5,0.3548703343897498,0
0.9,2.8,1.8,4.3,2.8,-0.1,5.6,6.3,10.4,7.6,7.9,4.6,1.5,1.1,-1.9,1.3,0.1,-1.6,-3.1,-0.8,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
13.3,13.3,6.7,9.3,21.2,17.7,6.8,9.4,8.4,38.1,4.5,17.1,17.0,18.0,-2.6,6.4,4.3,0.7,-1.7,4.3,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
4.0,3.4,-0.8,-0.1,2.6,-1.7,-0.3,0.9,5.0,7.0,-0.5,0.8,6.3,3.6,0.9,0.3,1.8,-4.3,2.1,-0.6,0.0,0.0,0.0,1.0,0.5338236823989643,0.5,0.5,0.5,0
5.6,7.7,0.2,0.5,7.6,13.9,2.7,8.7,0.4,6.9,-1.1,5.9,11.6,11.1,-2.2,0.1,2.1,9.2,8.0,2.2,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
25.0,36.1,11.7,4.9,12.8,40.6,13.3,36.6,6.1,19.6,7.8,26.1,22.3,23.9,5.7,5.3,1.4,-7.3,4.6,-2.9,0.0,1.0,0.0,0.0,0.7107649306470022,0.05611594414672645,0.7870518168928091,0.9770075081028622,0
2.7,3.6,-1.1,-0.3,8.1,3.0,1.1,1.3,1.6,5.9,0.1,-1.3,8.2,7.2,-0.6,-3.2,-0.4,1.3,-2.0,2.8,0.0,0.0,1.0,0.0,0.5405500862529595,0.5,0.5,0.3341233004093586,1
4.6,5.1,2.6,1.9,2.1,-0.1,-0.2,1.1,5.6,6.7,2.9,0.6,3.4,3.9,-5.2,-4.5,5.3,-3.9,5.7,4.9,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.1,2.6,2.6,0.8,2.0,5.4,2.5,1.4,0.0,3.2,-1.5,0.9,3.5,2.7,-4.7,2.9,-2.2,-1.8,-5.5,2.4,1.0,0.0,0.0,0.0,0.47984167694967994,0.5,0.5,0.48414651897608185,0
4.1,3.1,-0.4,-1.2,2.4,-1.8,-1.5,0.9,6.2,4.3,1.5,4.7,0.4,0.6,-0.0,-2.4,-7.2,-4.0,-1.2,4.1,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0
-1.1,-0.0,28.2,3.2,2.0,74.2,12.3,12.2,1.0,8.7,-0.0,31.6,-0.7,1.4,3.4,-0.8,3.5,0.6,1.5,0.7,0.0,0.0,1.0,0.0,0.1988342984575866,0.9018884921614034,0.7487394860681397,0.12287042118591933,1
4.0,4.4,0.0,1.2,2.9,0.3,0.1,1.9,4.1,6.9,-0.2,1.5,3.8,3.7,-3.7,-2.9,4.2,4.0,2.6,-4.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
16.0,20.1,1.7,0.8,9.4,9.7,2.2,10.5,5.9,12.2,3.2,5.7,14.8,14.9,0.4,-6.4,-3.0,2.6,-0.0,-8.3,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
10.5,10.4,4.7,5.7,0.1,0.6,1.8,4.5,20.8,18.0,5.4,16.5,0.1,3.3,-3.0,-0.1,-5.6,4.2,-0.8,7.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0
79.0,82.7,3.7,9.5,6.4,0.7,0.7,24.4,79.2,50.5,26.3,40.0,23.3,21.7,6.1,-3.1,-1.6,-8.5,-3.2,2.6,0.0,0.0,1.0,0.0,0.04318450661255281,0.14672598782367333,0.49563591608413854,0.31789221294227077,0
3.2,3.6,-0.8,3.0,0.4,0.1,-0.3,0.2,1.5,2.7,0.8,-0.2,3.6,2.8,4.6,-2.4,2.6,0.8,0.5,-1.9,0.0,0.0,0.0,1.0,0.5044900282128297,0.5,0.5,0.5,0
0.3,0.4,2.8,-1.4,4.9,4.4,0.8,0.6,-0.7,3.2,1.1,2.8,4.8,4.8,0.1,-4.6,0.6,-0.6,0.7,-0.8,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.444426791471772,1
8.8,23.4,8.2,15.7,24.3,2.8,26.9,31.8,28.7,32.7,22.3,16.5,22.8,14.8,-5.4,-0.4,-3.6,7.6,1.5,1.9,0.0,1.0,0.0,0.0,0.15886872016743067,0.051737221126371684,0.0024508475946234355,0.9468351313170452,0
50.1,79.0,4.7,10.5,34.6,8.9,14.6,44.1,38.8,43.2,24.7,13.1,64.3,41.3,-1.6,-3.0,-2.6,-8.9,3.6,5.9,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
3.3,7.6,1.6,1.9,4.2,1.5,1.3,2.7,5.8,7.7,2.8,2.4,4.6,3.9,1.8,0.0,3.3,-3.0,3.9,3.1,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
